,name,platform,publisher,genre,critic,sales_na,sales_pal,sales_jp,sales_ot,release
1971,Famicom Jump: Eiyuu Retsuden,NES,Bandai,Role-Playing,N/A,N/A,N/A,1.10m,0.00m,15th Feb 89
1124,Ben 10: Protector of Earth,DS,D3 Publisher,Action,N/A,0.68m,0.82m,N/A,0.19m,30th Oct 07
3042,SSX,X360,EA Sports,Sports,N/A,0.38m,0.26m,0.00m,0.06m,28th Feb 12
992,Star Fox Adventures,GC,Nintendo,Adventure,8.1,0.96m,0.53m,0.30m,0.09m,22nd Sep 02
508,Killzone 2,PS3,Sony Computer Entertainment,Shooter,9.1,1.40m,1.07m,0.08m,0.46m,27th Feb 09
1841,WWE SmackDown vs. Raw 2010,PS3,THQ,Fighting,8.1,0.48m,0.48m,0.01m,0.19m,20th Oct 09
239,StarCraft II: Wings of Liberty,PC,Blizzard Entertainment,Strategy,9.3,2.60m,1.70m,N/A,0.56m,27th Jul 10
3468,Ganbaru Watashi no Kakei Diary,DS,Nintendo,Misc,N/A,N/A,N/A,0.61m,N/A,12th Jul 07
1777,Cars,PSP,THQ,Racing,7.4,0.72m,0.29m,N/A,0.20m,06th Jun 06
966,The Legend of Zelda: Oracle of Ages,GBC,Nintendo,Adventure,9.4,0.92m,0.53m,0.41m,0.06m,13th May 01
3071,Mario & Sonic at the Rio 2016 Olympic Games,3DS,Nintendo,Sports,N/A,0.10m,0.29m,0.28m,0.03m,18th Mar 16
2075,Call of Duty 4: Modern Warfare,DS,Activision,Shooter,7.3,0.95m,0.02m,0.01m,0.08m,05th Nov 07
3058,Tony Hawk's Underground,GC,Activision,Sports,9.0,0.54m,0.14m,N/A,0.02m,27th Oct 03
1622,High School Musical 3: Senior Year DANCE!,Wii,Disney Interactive Studios,Misc,N/A,0.67m,0.49m,0.00m,0.13m,21st Oct 08
1598,FIFA Soccer 14,XOne,EA Sports,Sports,N/A,0.44m,0.78m,N/A,0.10m,22nd Nov 13
260,The Legend of Zelda: The Wind Waker,GC,Nintendo,Adventure,9.6,2.60m,0.99m,0.89m,0.13m,26th Mar 03
2189,1942,NES,Capcom,Shooter,N/A,0.65m,0.14m,0.21m,N/A,01st Nov 86
224,Resident Evil,PS,Capcom,Action,8.6,2.05m,1.16m,1.11m,0.73m,30th Mar 96
2337,Lego Batman 3: Beyond Gotham,PS4,Warner Bros. Interactive Entertainment,Action,N/A,0.37m,0.41m,N/A,0.15m,11th Nov 14
3759,Tom Clancy's HAWX,PS3,Ubisoft,Action,7.5,0.21m,0.22m,0.05m,0.09m,03rd Mar 09
526,Wave Race 64,N64,Nintendo,Racing,9.2,1.98m,0.58m,0.34m,0.04m,05th Nov 96
3531,Shogun 2: Total War,PC,Sega,Strategy,9.0,0.19m,0.32m,N/A,0.08m,15th Mar 11
2815,BioShock: The Collection,PS4,2K Games,Shooter,N/A,0.34m,0.28m,0.03m,0.12m,13th Sep 16
2610,Q*bert,PS,Hasbro Interactive,Puzzle,N/A,0.46m,0.32m,N/A,0.05m,30th Nov 99
1716,Battlefield: Hardline,XOne,Electronic Arts,Shooter,N/A,0.73m,0.39m,0.01m,0.11m,17th Mar 15
1079,Pro Evolution Soccer,PS2,Konami,Sports,N/A,0.06m,0.90m,0.53m,0.27m,24th Nov 01
2894,Raving Rabbids: Travel in Time,Wii,Ubisoft,Adventure,N/A,0.21m,0.46m,N/A,0.08m,21st Nov 10
3063,Command & Conquer: Red Alert Retaliation,PS,Virgin Interactive,Strategy,N/A,0.39m,0.27m,N/A,0.05m,28th Aug 98
248,Batman: Arkham City,X360,Warner Bros. Interactive,Action,9.5,2.99m,1.28m,0.04m,0.44m,18th Oct 11
2150,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,Ubisoft,Shooter,8.7,0.87m,0.05m,0.02m,0.08m,06th Mar 07
837,Mortal Kombat (2011),X360,Warner Bros. Interactive Entertainment,Fighting,8.6,1.64m,0.31m,N/A,0.17m,19th Apr 11
828,R.C. Pro-Am,NES,Nintendo,Racing,N/A,1.47m,0.38m,0.19m,0.10m,01st Feb 88
1464,Twisted Metal: Black,PS2,Sony Computer Entertainment,Racing,8.9,1.19m,0.17m,N/A,0.05m,18th Jun 01
910,No Man's Sky,PS4,Hello Games,Action-Adventure,6.8,0.71m,0.94m,0.04m,0.32m,09th Aug 16
2969,MLB 14 The Show,PS4,Sony Computer Entertainment America,Sports,8.3,0.59m,N/A,N/A,0.14m,06th May 14
281,Kingdom Hearts II,PS2,Square Enix,Role-Playing,8.3,2.20m,0.58m,1.38m,0.17m,28th Mar 06
3648,Unreal Tournament,PS2,Infogrames,Shooter,N/A,0.28m,0.22m,N/A,0.07m,21st Oct 00
3213,MLB 2004,PS2,Sony Computer Entertainment,Sports,N/A,0.32m,0.25m,N/A,0.08m,10th Mar 03
2274,Guitar Hero: Warriors of Rock,Wii,Activision,Misc,7.3,0.47m,0.41m,N/A,0.09m,28th Sep 10
960,Jet Moto 2,PS,Sony Computer Entertainment,Racing,N/A,1.41m,0.42m,0.03m,0.07m,31st Oct 97
1752,South Park: The Fractured But Whole,PS4,Ubisoft,Role-Playing,N/A,0.54m,0.47m,N/A,0.20m,17th Oct 17
991,High School Musical: Sing It!,PS2,Disney Interactive Studios,Misc,N/A,0.47m,0.08m,N/A,1.33m,30th Oct 07
1297,Die Hard Trilogy,PS,Fox Interactive,Shooter,8.5,0.85m,0.58m,N/A,0.10m,31st Aug 96
2852,Band Hero,PS3,Activision,Misc,7.6,0.41m,0.23m,N/A,0.12m,03rd Nov 09
1187,Dragon Quest V: Tenkuu no Hanayome,PS2,Enix,Role-Playing,N/A,N/A,N/A,1.65m,N/A,25th Mar 04
1688,LEGO City Undercover,WiiU,Nintendo,Action,7.5,0.50m,0.53m,0.13m,0.09m,18th Mar 13
199,Madden NFL 2004,PS2,EA Sports,Sports,9.5,4.26m,0.26m,0.01m,0.71m,12th Aug 03
2392,Xenoblade Chronicles,Wii,Nintendo,Role-Playing,9.3,0.43m,0.25m,0.16m,0.07m,06th Apr 12
913,Need for Speed: The Run,PS3,Electronic Arts,Racing,6.3,0.58m,1.05m,0.03m,0.35m,15th Nov 11
483,Rhythm Heaven,DS,Nintendo,Misc,8.5,0.55m,0.50m,1.93m,0.14m,05th Apr 09
78,Donkey Kong Country,SNES,Nintendo,Platform,9.0,4.36m,1.71m,3.00m,0.23m,21st Nov 94
3103,Ratchet & Clank: Into the Nexus,PS3,Sony Computer Entertainment America,Misc,N/A,0.30m,0.28m,N/A,0.12m,12th Nov 13
3505,EA Sports UFC 2,XOne,EA Sports,Sports,N/A,0.36m,0.19m,N/A,0.05m,15th Mar 16
3127,IL-2 Sturmovik: Birds of Prey,PS3,505 Games,Simulation,8.0,0.34m,0.25m,N/A,0.10m,08th Sep 09
1881,Pokémon Rumble Blast,3DS,Nintendo,Action,5.3,0.47m,0.26m,0.35m,0.07m,24th Oct 11
2259,LEGO Marvel's Avengers,PS4,Warner Bros. Interactive Entertainment,Action,N/A,0.31m,0.50m,0.01m,0.15m,26th Jan 16
3582,Dead or Alive Xtreme Beach Volleyball,XB,Tecmo,Sports,6.6,0.36m,0.08m,0.14m,0.02m,22nd Jan 03
842,Tony Hawk's Pro Skater,N64,Activision,Sports,9.3,1.68m,0.40m,N/A,0.03m,29th Feb 00
1343,Rayman Legends,PS4,Ubisoft,Platform,N/A,0.22m,1.05m,N/A,0.23m,18th Feb 14
1138,The Sims 3: Late Night Expansion Pack,PC,Electronic Arts,Simulation,7.5,0.59m,0.88m,N/A,0.22m,26th Oct 10
1047,The Lion King,SNES,Virgin Interactive,Platform,N/A,1.26m,0.39m,0.08m,0.06m,01st Oct 94
647,Madden NFL 08,PS2,EA Sports,Sports,N/A,2.14m,0.08m,N/A,0.35m,14th Aug 07
1294,NBA 2K14,PS4,2K Sports,Sports,N/A,0.91m,0.35m,0.01m,0.27m,15th Nov 13
767,Star Wars Battlefront II (US sales),PS2,LucasArts,Shooter,N/A,2.18m,0.07m,N/A,0.02m,01st Nov 05
17,Grand Theft Auto V,PS3,Rockstar Games,Action,9.4,6.37m,10.15m,0.99m,3.17m,17th Sep 13
657,Madden NFL 09,X360,EA Sports,Sports,8.5,2.21m,0.12m,N/A,0.20m,12th Aug 08
1759,NBA 2K2,PS2,Sega,Sports,N/A,0.59m,0.46m,0.01m,0.15m,12th Jan 02
3489,James Cameron's Avatar: The Game,PSP,Ubisoft,Action,3.9,0.22m,0.25m,N/A,0.14m,01st Dec 09
3610,Skylanders: SuperChargers,WiiU,Activision,Action-Adventure,8.0,0.32m,0.22m,N/A,0.05m,20th Sep 15
203,Super Mario Advance 4: Super Mario Bros. 3,GBA,Nintendo,Platform,9.2,2.93m,1.25m,0.83m,0.20m,21st Oct 03
3680,ATV Offroad Fury: Blazin' Trails,PSP,Sony Computer Entertainment,Racing,5.9,0.53m,0.00m,N/A,0.04m,19th Apr 05
419,Monster Hunter 4,3DS,Capcom,Role-Playing,N/A,N/A,N/A,3.44m,N/A,14th Sep 13
2466,LEGO Worlds,PS4,Warner Bros. Interactive Entertainment,Misc,N/A,0.12m,0.60m,0.04m,0.13m,07th Mar 17
1024,Secret of Mana,SNES,Square,Role-Playing,9.1,0.25m,0.07m,1.49m,0.02m,03rd Oct 93
1248,FIFA 16,X360,EA Sports,Sports,9.0,0.59m,0.87m,N/A,0.12m,22nd Sep 15
472,Fallout: New Vegas,PS3,Bethesda Softworks,Role-Playing,8.2,1.54m,1.04m,0.10m,0.48m,19th Oct 10
622,Super Mario Bros. 2 (FDS),NES,Nintendo,Platform,N/A,N/A,N/A,2.65m,0.00m,03rd Jun 86
3498,Metal Gear Solid V: Ground Zeroes,PS3,Konami Digital Entertainment,Action-Adventure,8.5,0.13m,0.13m,0.28m,0.07m,18th Mar 14
1202,Ape Escape,PS,Sony Computer Entertainment,Platform,9.3,0.71m,0.48m,0.32m,0.11m,31st May 99
2928,Tiger Woods PGA Tour 2001,PS2,EA Sports,Sports,N/A,0.36m,0.28m,N/A,0.09m,26th Feb 01
3456,Advance Wars: Days of Ruin,DS,Nintendo,Strategy,8.4,0.43m,0.13m,N/A,0.05m,21st Jan 08
2315,Wipeout: In The Zone,X360,Activision,Misc,N/A,0.87m,N/A,N/A,0.08m,14th Jun 11
1735,LEGO Batman 2: DC Super Heroes,PS3,Warner Bros. Interactive Entertainment,Action-Adventure,N/A,0.50m,0.54m,N/A,0.19m,26th Jun 12
1537,FIFA Soccer 09,PSP,EA Sports,Sports,8.1,0.23m,0.73m,0.02m,0.37m,14th Oct 08
3130,Shrek the Third,X360,Activision,Action,N/A,0.54m,0.09m,N/A,0.06m,15th May 07
2682,Valkyrie Profile,PS,Enix,Role-Playing,8.1,0.07m,0.05m,0.63m,0.05m,29th Aug 00
2228,PlayStation All-Stars Battle Royale,PS3,Sony Computer Entertainment,Fighting,N/A,0.50m,0.28m,0.04m,0.16m,20th Nov 12
1082,Yoshi,NES,Nintendo,Puzzle,N/A,0.70m,0.13m,0.91m,0.01m,01st Jun 92
386,Star Wars Battlefront II,PS2,LucasArts,Shooter,8.5,2.18m,1.02m,0.03m,0.37m,01st Nov 05
1428,Disney's DuckTales,GB,Capcom,Platform,N/A,0.82m,0.23m,0.35m,0.03m,01st Nov 90
3341,White Knight Chronicles II,PS3,D3 Publisher,Role-Playing,5.4,0.23m,0.09m,0.27m,0.04m,13th Sep 11
2032,Call of Duty 3,PS2,Activision,Shooter,8.2,0.89m,0.03m,N/A,0.15m,07th Nov 06
2143,Dragon Ball Z: Budokai Tenkaichi 3,Wii,Atari,Fighting,7.5,0.32m,0.36m,0.26m,0.08m,03rd Dec 07
1619,Assassin's Creed: Rogue,PS3,Ubisoft,Action,N/A,0.46m,0.57m,0.07m,0.20m,11th Nov 14
559,Zumba Fitness 2,Wii,Majesco,Sports,N/A,1.52m,1.05m,N/A,0.26m,15th Nov 11
2552,Tekken Tag Tournament 2,PS3,Namco Bandai Games,Fighting,N/A,0.28m,0.33m,0.13m,0.12m,11th Sep 12
2104,Aliens vs Predator,PS3,Sega,Shooter,6.1,0.41m,0.46m,N/A,0.18m,16th Feb 10
3515,Muramasa: The Demon Blade,Wii,Ignition Entertainment,Role-Playing,8.0,0.32m,0.13m,0.11m,0.04m,08th Sep 09
349,Big Brain Academy: Wii Degree,Wii,Nintendo,Misc,7.1,1.05m,1.91m,0.41m,0.42m,11th Jun 07
334,EA Sports Active,Wii,EA Sports,Sports,8.3,2.10m,1.35m,0.06m,0.40m,19th May 09
1499,LEGO Indiana Jones: The Original Adventures,PS2,LucasArts,Adventure,N/A,0.60m,0.01m,N/A,0.76m,03rd Jun 08
627,NBA 2K13,PS3,2K Sports,Sports,8.9,1.73m,0.46m,0.05m,0.39m,02nd Oct 12
1236,Diablo,PC,Blizzard Entertainment,Role-Playing,8.7,0.01m,1.58m,N/A,N/A,30th Nov 96
1889,007: Quantum of Solace,PS3,Activision,Shooter,6.6,0.43m,0.51m,0.02m,0.19m,04th Nov 08
3404,Tiger Woods PGA Tour 2004,XB,EA Sports,Sports,N/A,0.47m,0.13m,N/A,0.02m,22nd Sep 03
714,Frogger's Adventures: Temple of the Frog,GBA,Konami,Adventure,6.7,2.15m,0.18m,N/A,0.07m,24th Oct 01
1048,LEGO Star Wars III: The Clone Wars,Wii,LucasArts,Action,7.5,1.01m,0.62m,N/A,0.15m,22nd Mar 11
3385,Tony Hawk's Project 8,PS3,Activision,Sports,7.9,0.30m,0.23m,0.01m,0.10m,17th Nov 06
2077,Resident Evil: The Darkside Chronicles,Wii,Capcom,Shooter,7.2,0.46m,0.31m,0.20m,0.09m,17th Nov 09
765,Pokémon Ranger: Shadows of Almia,DS,Nintendo,Role-Playing,6.7,0.94m,0.54m,0.62m,0.18m,10th Nov 08
925,Mortal Kombat vs DC Universe,X360,Midway Games,Fighting,7.6,1.57m,0.23m,N/A,0.18m,16th Nov 08
3052,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Square Enix,Role-Playing,N/A,0.18m,0.01m,0.50m,0.02m,19th Feb 08
2191,Game & Watch Gallery,GB,Nintendo,Misc,N/A,0.63m,0.25m,0.09m,0.03m,01st May 97
371,SOCOM: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Shooter,8.0,2.53m,0.81m,0.06m,0.24m,27th Aug 02
2927,The Lord of the Rings: The Two Towers,GBA,Electronic Arts,Action,N/A,0.53m,0.20m,N/A,0.01m,11th Nov 02
531,inFAMOUS: Second Son,PS4,Sony Computer Entertainment,Misc,N/A,1.29m,1.09m,0.07m,0.48m,21st Mar 14
169,Tomodachi Life,3DS,Nintendo,Simulation,7.8,0.92m,2.53m,1.97m,0.26m,06th Jun 14
3252,Brothers In Arms: Road to Hill 30,XB,Ubisoft,Shooter,N/A,0.49m,0.14m,N/A,0.02m,01st Mar 05
1019,Rayman Raving Rabbids 2,Wii,Ubisoft,Misc,6.6,0.82m,0.82m,N/A,0.20m,15th Nov 07
1810,WWE SmackDown vs Raw 2008,PSP,THQ,Fighting,7.3,0.45m,0.47m,N/A,0.28m,13th Nov 07
3076,NHL 12,X360,EA Sports,Sports,8.8,0.55m,0.10m,N/A,0.05m,13th Sep 11
840,Battlefield 4,XOne,Electronic Arts,Shooter,N/A,1.26m,0.65m,N/A,0.22m,22nd Nov 13
2130,Disney Fairies: Tinker Bell and the Lost Treasure,DS,Disney Interactive Studios,Adventure,N/A,0.57m,0.35m,0.02m,0.10m,27th Oct 09
3474,Cabela's Monster Buck Hunter,Wii,Activision,Sports,N/A,0.57m,N/A,N/A,0.04m,25th Mar 10
2829,Donkey Kong Country 3,GBA,Nintendo,Platform,7.5,0.45m,0.17m,0.14m,0.01m,07th Nov 05
35,Mario Kart 7,3DS,Nintendo,Racing,8.2,5.70m,4.97m,2.94m,1.04m,04th Dec 11
2018,Tom Clancy's Ghost Recon 2,PS2,Ubisoft,Shooter,N/A,0.64m,0.34m,N/A,0.10m,30th Nov 04
301,Excitebike,NES,Nintendo,Racing,N/A,2.04m,0.48m,1.57m,0.07m,18th Oct 85
705,Paper Mario: Sticker Star,3DS,Nintendo,Role-Playing,N/A,1.12m,0.49m,0.64m,0.15m,11th Nov 12
2917,Ace Combat: Assault Horizon,PS3,Namco Bandai,Action,7.5,0.30m,0.16m,0.22m,0.07m,11th Oct 11
2959,WWE SmackDown vs. Raw 2010,Wii,THQ,Fighting,7.8,0.49m,0.17m,N/A,0.06m,20th Oct 09
2505,Metal Gear Ac!d,PSP,Konami,Strategy,7.4,0.32m,0.26m,0.12m,0.17m,22nd Mar 05
772,Onimusha 2: Samurai's Destiny,PS2,Capcom,Adventure,8.5,0.62m,0.44m,1.06m,0.13m,28th Aug 02
2571,Dragon Ball Z: Burst Limit,PS3,Atari,Fighting,7.3,0.22m,0.34m,0.18m,0.12m,10th Jun 08
3796,No More Heroes,Wii,Ubisoft,Action,8.2,0.29m,0.17m,0.04m,0.05m,22nd Jan 08
2754,Dance Dance Revolution SuperNOVA 2,PS2,Konami,Simulation,N/A,0.64m,0.03m,0.02m,0.10m,25th Sep 07
413,Borderlands,X360,2K Games,Shooter,8.3,2.42m,0.72m,0.03m,0.30m,20th Oct 09
847,Parasite Eve,PS,Square EA,Role-Playing,7.9,0.94m,0.07m,1.05m,0.04m,09th Sep 98
1087,Star Wars Episode I: The Phantom Menace,PS,LucasArts,Adventure,N/A,0.72m,0.89m,0.04m,0.10m,31st Aug 99
3783,Dr. Seuss' The Cat in the Hat,PS2,VU Games,Adventure,N/A,0.27m,0.21m,N/A,0.07m,05th Nov 03
3712,StarCraft II: Legacy of the Void,PC,Blizzard Entertainment,Strategy,8.8,0.23m,0.30m,N/A,0.05m,10th Nov 15
106,Call of Duty: Advanced Warfare,PS4,Activision,Shooter,8.5,2.84m,3.34m,0.14m,1.22m,04th Nov 14
2741,All Star Cheer Squad,Wii,THQ,Sports,N/A,0.43m,0.29m,N/A,0.08m,27th Oct 08
402,Batman: Arkham Asylum,X360,Eidos Interactive,Action,9.1,2.23m,0.95m,0.02m,0.32m,25th Aug 09
2497,Buzz! The Mega Quiz,PS2,Sony Computer Entertainment,Misc,N/A,0.32m,0.06m,N/A,0.50m,30th Oct 07
1615,SingStar '80s,PS2,Sony Computer Entertainment,Misc,N/A,0.27m,0.02m,N/A,1.02m,18th Sep 07
3572,2002 FIFA World Cup,PS2,EA Sports,Sports,7.9,0.21m,0.17m,0.16m,0.06m,22nd Apr 02
2919,Sega Superstars Tennis,DS,Sega,Sports,6.2,0.29m,0.37m,N/A,0.08m,18th Mar 08
3530,NASCAR Heat 2002,PS2,Infogrames,Racing,N/A,0.29m,0.23m,N/A,0.08m,18th Jun 01
918,TouchMaster,DS,Midway Games,Puzzle,6.9,0.48m,1.27m,N/A,0.24m,25th Jun 07
3114,Mario Pinball Land,GBA,Nintendo,Misc,N/A,0.50m,0.18m,N/A,0.01m,04th Oct 04
1888,Puyo Puyo Sun Ketteiban,PS,Compile,Puzzle,N/A,N/A,N/A,1.07m,0.07m,27th Nov 97
2181,Ford Racing 2,PS2,Gotham Games,Racing,N/A,0.49m,0.38m,N/A,0.13m,28th Oct 03
121,The Legend of Zelda: Breath of the Wild,NS,Nintendo,Action-Adventure,9.2,3.32m,2.14m,0.91m,0.53m,03rd Mar 17
323,Far Cry 4,PS4,Ubisoft,Shooter,8.4,1.18m,2.11m,0.11m,0.63m,18th Nov 14
2131,FIFA Soccer 08,Wii,EA Sports,Sports,N/A,0.32m,0.59m,0.01m,0.12m,09th Oct 07
1437,NFL Street,PS2,EA Sports BIG,Sports,N/A,1.15m,0.08m,N/A,0.19m,13th Jan 04
2491,Star Wars: The Force Unleashed,DS,LucasArts,Action,N/A,0.50m,0.29m,0.00m,0.09m,16th Sep 08
2206,Jampack Winter 2000,PS,Sony Computer Entertainment,Misc,N/A,0.55m,0.38m,N/A,0.07m,07th Nov 00
944,Grand Theft Auto: San Andreas,XB,Rockstar Games,Action,9.2,1.26m,0.61m,N/A,0.09m,07th Jun 05
1401,Mass Effect 3,PS3,Electronic Arts,Role-Playing,N/A,0.65m,0.58m,0.03m,0.20m,06th Mar 12
2170,F1 2012,PS3,Codemasters,Racing,7.9,0.12m,0.65m,0.05m,0.18m,18th Sep 12
2083,Adventure Island,NES,Hudson Soft,Platform,N/A,N/A,N/A,1.05m,0.00m,01st Sep 88
2073,Mercenaries 2: World in Flames,X360,Electronic Arts,Shooter,7.1,0.65m,0.30m,0.01m,0.10m,31st Aug 08
229,Super Mario 3D World,WiiU,Nintendo,Platform,9.5,2.30m,1.53m,0.78m,0.37m,22nd Nov 13
1935,Call Of Duty 2: Big Red One,XB,Activision,Shooter,N/A,0.66m,0.40m,N/A,0.05m,01st Nov 05
3166,Spider-Man 3,PS3,Activision,Platform,6.6,0.26m,0.29m,0.02m,0.11m,04th May 07
1512,GoldenEye 007,Wii,Activision,Shooter,8.0,0.76m,0.60m,0.00m,N/A,02nd Nov 10
149,The Last of Us,PS3,Sony Computer Entertainment America,Adventure,9.5,2.41m,2.57m,0.29m,0.99m,14th Jun 13
1678,Hyrule Warriors,WiiU,Nintendo,Misc,7.4,0.59m,0.44m,0.13m,0.10m,26th Sep 14
1322,Call of Duty 3,PS3,Activision,Shooter,7.7,0.60m,0.63m,0.03m,0.26m,15th Nov 06
150,Driver,PS,GT Interactive,Action,8.5,3.11m,2.80m,0.02m,0.33m,30th Jun 99
3538,New Play Control! Donkey Kong Jungle Beat,Wii,Nintendo,Platform,N/A,0.23m,0.17m,0.14m,0.05m,04th May 09
3010,F1 2011,X360,Codemasters,Racing,8.5,0.11m,0.50m,0.01m,0.09m,20th Sep 11
3686,Blacksite: Area 51,X360,Midway Games,Shooter,6.3,0.29m,0.23m,N/A,0.06m,12th Nov 07
81,Super Mario Kart,SNES,Nintendo,Racing,10.0,3.54m,1.24m,3.81m,0.18m,01st Sep 92
3506,Backyard Wrestling: Don't Try This at Home,PS2,Eidos Interactive,Fighting,6.0,0.30m,0.23m,N/A,0.08m,07th Oct 03
551,Imagine: Babyz,DS,Ubisoft,Simulation,3.5,1.30m,1.26m,N/A,0.31m,23rd Oct 07
3179,Red Steel,Wii,Ubisoft,Shooter,5.9,0.54m,0.03m,0.04m,0.05m,19th Nov 06
2771,The World Ends With You,DS,Square Enix,Role-Playing,8.6,0.49m,0.04m,0.21m,0.04m,21st Apr 08
581,Ratchet & Clank: Going Commando,PS2,Sony Computer Entertainment,Platform,8.7,1.44m,0.83m,0.26m,0.25m,11th Nov 03
1660,Mystery Case Files: MillionHeir,DS,Nintendo,Adventure,7.4,0.75m,0.39m,N/A,0.12m,08th Sep 08
2142,Sonic Unleashed,PS3,Sega,Platform,5.3,0.56m,0.32m,0.01m,0.14m,09th Dec 08
891,NBA Jam,GEN,Arena Entertainment,Sports,N/A,1.75m,0.25m,N/A,0.05m,01st Jan 93
1617,Romancing SaGa 3,SNES,Square,Role-Playing,N/A,N/A,N/A,1.29m,0.01m,11th Nov 95
294,FIFA Soccer 06,PS2,EA Sports,Sports,8.4,0.78m,2.55m,0.04m,0.84m,04th Oct 05
3064,Star Wars: Obi-Wan,XB,LucasArts,Action,N/A,0.52m,0.16m,N/A,0.02m,19th Dec 01
1864,Medal of Honor Heroes 2,PSP,Electronic Arts,Shooter,6.6,0.50m,0.39m,0.02m,0.25m,13th Nov 07
466,Mario Party 9,Wii,Nintendo,Misc,6.5,1.06m,1.15m,0.77m,0.22m,11th Mar 12
3247,Toy Story 3: The Video Game,PSP,Disney Interactive Studios,Action,N/A,0.27m,0.24m,N/A,0.14m,15th Jun 10
2782,Drawn to Life,DS,THQ,Adventure,N/A,0.71m,0.01m,N/A,0.06m,10th Sep 07
2658,The Price is Right,Wii,Ubisoft,Misc,N/A,0.76m,N/A,N/A,0.06m,09th Sep 08
601,Onimusha: Warlords,PS2,Capcom,Action,8.7,0.99m,0.48m,1.09m,0.14m,13th Mar 01
3438,NFL Quarterback Club 99,N64,Acclaim Entertainment,Sports,N/A,0.59m,0.02m,N/A,0.00m,10th Nov 98
2183,NERF N-Strike Elite,Wii,Electronic Arts,Shooter,7.5,0.93m,N/A,N/A,0.07m,26th Oct 09
3562,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS,Konami,Sports,N/A,N/A,N/A,0.55m,0.04m,23rd Jul 98
3319,Rayman 2: The Great Escape,N64,Ubisoft,Platform,9.0,0.40m,0.22m,N/A,0.02m,31st Oct 99
3559,Medal of Honor: Frontline,GC,Electronic Arts,Shooter,8.0,0.46m,0.12m,N/A,0.02m,10th Nov 02
2592,Petz Dogz Fashion,DS,Ubisoft,Simulation,N/A,0.46m,0.30m,N/A,0.09m,17th Jun 08
1988,Guitar Hero 5,PS3,Activision,Misc,8.8,0.53m,0.39m,N/A,0.17m,01st Sep 09
2837,Sonic Unleashed,PS2,Sega,Platform,7.0,0.37m,0.04m,N/A,0.36m,18th Nov 08
152,Gears of War 3,X360,Microsoft,Shooter,9.1,4.05m,1.59m,0.07m,0.50m,20th Sep 11
3613,SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,PS2,THQ,Action,N/A,0.29m,0.22m,N/A,0.07m,20th Oct 08
1403,4 Nin uchi Mahjong,NES,Nintendo,Misc,N/A,N/A,N/A,1.45m,0.00m,02nd Nov 84
2540,Endless Ocean: Blue World,Wii,Nintendo,Simulation,7.6,0.46m,0.22m,0.12m,0.06m,22nd Feb 10
867,Warcraft: Orcs & Humans,PC,Blizzard Entertainment,Strategy,N/A,0.89m,1.08m,N/A,0.11m,15th Jan 94
357,Super Paper Mario,Wii,Nintendo,Platform,8.5,1.95m,0.87m,0.59m,0.32m,09th Apr 07
3418,DJ Hero 2,Wii,Activision,Misc,8.7,0.48m,0.09m,N/A,0.04m,19th Oct 10
2519,Tony Hawk's Project 8,PS2,Activision,Sports,6.6,0.72m,0.03m,N/A,0.12m,07th Nov 06
1154,Dragon Age: Origins,PS3,Electronic Arts,Role-Playing,8.7,0.96m,0.42m,0.08m,0.21m,03rd Nov 09
829,SimCity 2000,PC,Maxis,Simulation,8.0,1.20m,0.84m,N/A,0.10m,01st Jan 93
3744,The Lord of the Rings: The Return of the King,GBA,Electronic Arts,Role-Playing,7.4,0.40m,0.15m,N/A,0.01m,05th Nov 03
115,Need for Speed Underground,PS2,Electronic Arts,Racing,8.6,3.27m,2.83m,0.08m,1.02m,17th Nov 03
94,Fallout 4,PS4,Bethesda Softworks,Role-Playing,8.6,2.78m,3.68m,0.27m,1.26m,10th Nov 15
3105,The Elder Scrolls V: Skyrim PSVR,PS4,Bethesda Softworks,Role-Playing,N/A,0.30m,0.27m,0.01m,0.11m,17th Nov 17
1624,Pokken Tournament DX,NS,Namco Bandai Games,Fighting,8.0,0.64m,0.32m,0.23m,0.10m,22nd Sep 17
1566,Metroid Prime 2: Echoes,GC,Nintendo,Shooter,9.2,0.87m,0.35m,0.07m,0.04m,15th Nov 04
253,The Lord of the Rings: The Two Towers,PS2,Electronic Arts,Action,8.3,1.94m,1.95m,0.08m,0.70m,21st Oct 02
1486,Bakugan: Battle Brawlers,DS,Activision,Action,6.4,1.26m,0.02m,N/A,0.10m,20th Oct 09
3394,Metal Gear Solid 2: Substance,XB,Konami,Action,8.7,0.38m,0.22m,N/A,0.03m,04th Nov 02
2210,NFL Fever 2002,XB,Microsoft,Sports,N/A,0.74m,0.21m,N/A,0.04m,14th Nov 01
3182,Wild ARMs 2,PS,Sony Computer Entertainment,Role-Playing,6.5,0.19m,0.13m,0.31m,0.04m,30th Apr 00
2345,EA Sports Active 2,PS3,Electronic Arts,Sports,8.0,0.54m,0.27m,N/A,0.12m,16th Nov 10
2770,Secret Agent Barbie: Royal Jewels Mission,GBA,VU Games,Platform,N/A,0.56m,0.21m,N/A,0.01m,08th Oct 02
